species,authors,dates,pages,dois,access dates,status,order,family,common_name
Turdus obsoletus,BirdLife International,2021,e.T22708905A137546796,10.2305/IUCN.UK.2021-3.RLTS.T22708905A137546796.en,7 February 2025,LC,Passeriformes,Turdidae,Pale-vented Thrush
Turdus olivaceofuscus,BirdLife International,2018,e.T22736406A132237859,10.2305/IUCN.UK.2018-2.RLTS.T22736406A132237859.en,7 February 2025,LC,Passeriformes,Turdidae,Sao Tome Thrush
Turdus olivaceus,BirdLife International,2017,e.T103888967A119723556,10.2305/IUCN.UK.2017-3.RLTS.T103888967A119723556.en,7 February 2025,LC,Passeriformes,Turdidae,Olive Thrush
Turdus olivater,BirdLife International,2024,e.T22708872A264266648,10.2305/IUCN.UK.2024-2.RLTS.T22708872A264266648.en,7 February 2025,LC,Passeriformes,Turdidae,Black-hooded Thrush
Turdus pallidus,BirdLife International,2024,e.T22708797A264266841,10.2305/IUCN.UK.2024-2.RLTS.T22708797A264266841.en,7 February 2025,LC,Passeriformes,Turdidae,Pale Thrush
Turdus pelios,BirdLife International,2024,e.T22708702A263797251,10.2305/IUCN.UK.2024-2.RLTS.T22708702A263797251.en,7 February 2025,LC,Passeriformes,Turdidae,African Thrush
Turdus philomelos,BirdLife International,2018,e.T22708822A132076619,10.2305/IUCN.UK.2018-2.RLTS.T22708822A132076619.en,7 February 2025,LC,Passeriformes,Turdidae,Song Thrush
Turdus pilaris,BirdLife International,2024,e.T22708816A264547173,10.2305/IUCN.UK.2024-2.RLTS.T22708816A264547173.en,7 February 2025,LC,Passeriformes,Turdidae,Fieldfare
Turdus plebejus,BirdLife International,2018,e.T22708894A132078100,10.2305/IUCN.UK.2018-2.RLTS.T22708894A132078100.en,7 February 2025,LC,Passeriformes,Turdidae,Mountain Thrush
Turdus plumbeus,BirdLife International,2016,e.T103891921A94180223,10.2305/IUCN.UK.2016-3.RLTS.T103891921A94180223.en,7 February 2025,LC,Passeriformes,Turdidae,Northern Red-legged Thrush
Turdus poliocephalus,BirdLife International,2024,e.T103891993A264267099,10.2305/IUCN.UK.2024-2.RLTS.T103891993A264267099.en,7 February 2025,LC,Passeriformes,Turdidae,Island Thrush
Turdus ravidus,BirdLife International,2023,e.T22708835A235578991,10.2305/IUCN.UK.2023-1.RLTS.T22708835A235578991.en,7 February 2025,EX,Passeriformes,Turdidae,Grand Cayman Thrush
Turdus reevei,BirdLife International,2018,e.T22708869A132077611,10.2305/IUCN.UK.2018-2.RLTS.T22708869A132077611.en,7 February 2025,LC,Passeriformes,Turdidae,Plumbeous-backed Thrush
Turdus roehli,BirdLife International,2016,e.T22734114A104354882,10.2305/IUCN.UK.2016-3.RLTS.T22734114A104354882.en,7 February 2025,NT,Passeriformes,Turdidae,Usambara Thrush
Turdus rubripes,BirdLife International,2024,e.T103891941A264267395,10.2305/IUCN.UK.2024-2.RLTS.T103891941A264267395.en,7 February 2025,LC,Passeriformes,Turdidae,Western Red-legged Thrush
Turdus rubrocanus,BirdLife International,2024,e.T22708783A264267609,10.2305/IUCN.UK.2024-2.RLTS.T22708783A264267609.en,7 February 2025,LC,Passeriformes,Turdidae,Chestnut Thrush
Turdus ruficollis,BirdLife International,2018,e.T103892167A132202551,10.2305/IUCN.UK.2018-2.RLTS.T103892167A132202551.en,7 February 2025,LC,Passeriformes,Turdidae,Rufous-throated Thrush
Turdus rufitorques,BirdLife International,2018,e.T22708961A132079191,10.2305/IUCN.UK.2018-2.RLTS.T22708961A132079191.en,7 February 2025,LC,Passeriformes,Turdidae,Rufous-collared Thrush
Turdus rufiventris,BirdLife International,2024,e.T22708882A263937380,10.2305/IUCN.UK.2024-2.RLTS.T22708882A263937380.en,7 February 2025,LC,Passeriformes,Turdidae,Rufous-bellied Thrush
Turdus rufopalliatus,BirdLife International,2021,e.T22734203A137513227,10.2305/IUCN.UK.2021-3.RLTS.T22734203A137513227.en,7 February 2025,LC,Passeriformes,Turdidae,Rufous-backed Thrush
Turdus sanchezorum,BirdLife International,2024,e.T103888627A264267825,10.2305/IUCN.UK.2024-2.RLTS.T103888627A264267825.en,7 February 2025,LC,Passeriformes,Turdidae,Varzea Thrush
Turdus serranus,BirdLife International,2024,e.T22708855A264268022,10.2305/IUCN.UK.2024-2.RLTS.T22708855A264268022.en,7 February 2025,LC,Passeriformes,Turdidae,Glossy-black Thrush
Turdus simillimus,BirdLife International,2024,e.T103891972A264268215,10.2305/IUCN.UK.2024-2.RLTS.T103891972A264268215.en,7 February 2025,LC,Passeriformes,Turdidae,Indian Blackbird
Turdus smithi,BirdLife International,2024,e.T22734108A264268497,10.2305/IUCN.UK.2024-2.RLTS.T22734108A264268497.en,7 February 2025,LC,Passeriformes,Turdidae,Karoo Thrush
Turdus subalaris,BirdLife International,2024,e.T22708863A264268722,10.2305/IUCN.UK.2024-2.RLTS.T22708863A264268722.en,7 February 2025,LC,Passeriformes,Turdidae,Eastern Slaty Thrush
Turdus swalesi,BirdLife International,2021,e.T22708955A179861776,10.2305/IUCN.UK.2021-3.RLTS.T22708955A179861776.en,7 February 2025,VU,Passeriformes,Turdidae,La Selle Thrush
Turdus tephronotus,BirdLife International,2024,e.T22708707A263924880,10.2305/IUCN.UK.2024-2.RLTS.T22708707A263924880.en,7 February 2025,LC,Passeriformes,Turdidae,Bare-eyed Thrush
Turdus torquatus,BirdLife International,2019,e.T22708768A155629409,10.2305/IUCN.UK.2018-2.RLTS.T22708768A155629409.en,7 February 2025,LC,Passeriformes,Turdidae,Ring Ouzel
Turdus unicolor,BirdLife International,2024,e.T22708756A264268880,10.2305/IUCN.UK.2024-2.RLTS.T22708756A264268880.en,7 February 2025,LC,Passeriformes,Turdidae,Tickell's Thrush
Turdus viscivorus,BirdLife International,2024,e.T22708829A264544715,10.2305/IUCN.UK.2024-2.RLTS.T22708829A264544715.en,7 February 2025,LC,Passeriformes,Turdidae,Mistle Thrush
Turdus xanthorhynchus,BirdLife International,2021,e.T22736414A176239121,10.2305/IUCN.UK.2021-3.RLTS.T22736414A176239121.en,7 February 2025,CR,Passeriformes,Turdidae,Principe Thrush
Turnagra capensis,BirdLife International,2023,e.T22705595A230949308,10.2305/IUCN.UK.2023-1.RLTS.T22705595A230949308.en,7 February 2025,EX,Passeriformes,Oriolidae,South Island Piopio
Turnagra tanagra,BirdLife International,2023,e.T22728820A230957445,10.2305/IUCN.UK.2023-1.RLTS.T22728820A230957445.en,7 February 2025,EX,Passeriformes,Oriolidae,North Island Piopio
Turnix castanotus,BirdLife International,2024,e.T22680560A253978207,10.2305/IUCN.UK.2024-2.RLTS.T22680560A253978207.en,7 February 2025,LC,Charadriiformes,Turnicidae,Chestnut-backed Buttonquail
Turnix everetti,BirdLife International,2024,e.T22680592A248497729,10.2305/IUCN.UK.2024-2.RLTS.T22680592A248497729.en,7 February 2025,LC,Charadriiformes,Turnicidae,Sumba Buttonquail
Turnix hottentottus,BirdLife International,2022,e.T22725519A173983646,10.2305/IUCN.UK.2022-1.RLTS.T22725519A173983646.en,7 February 2025,LC,Charadriiformes,Turnicidae,Fynbos Buttonquail
Turnix maculosus,BirdLife International,2024,e.T22680512A263686770,10.2305/IUCN.UK.2024-2.RLTS.T22680512A263686770.en,7 February 2025,LC,Charadriiformes,Turnicidae,Red-backed Buttonquail
Turnix melanogaster,BirdLife International,2022,e.T22680556A211931315,10.2305/IUCN.UK.2022-1.RLTS.T22680556A211931315.en,7 February 2025,VU,Charadriiformes,Turnicidae,Black-breasted Buttonquail
Turnix nanus,BirdLife International,2024,e.T22725531A263691587,10.2305/IUCN.UK.2024-2.RLTS.T22725531A263691587.en,7 February 2025,LC,Charadriiformes,Turnicidae,Black-rumped Buttonquail
Turnix nigricollis,BirdLife International,2024,e.T22680552A263643886,10.2305/IUCN.UK.2024-2.RLTS.T22680552A263643886.en,7 February 2025,LC,Charadriiformes,Turnicidae,Madagascar Buttonquail
Turnix novaecaledoniae,BirdLife International,2016,e.T22734789A95096865,10.2305/IUCN.UK.2016-3.RLTS.T22734789A95096865.en,7 February 2025,CR,Charadriiformes,Turnicidae,New Caledonian Buttonquail
Turnix ocellatus,BirdLife International,2024,e.T22680542A263688534,10.2305/IUCN.UK.2024-2.RLTS.T22680542A263688534.en,7 February 2025,LC,Charadriiformes,Turnicidae,Spotted Buttonquail
Turnix olivii,BirdLife International,2022,e.T22680572A210960314,10.2305/IUCN.UK.2022-1.RLTS.T22680572A210960314.en,7 February 2025,CR,Charadriiformes,Turnicidae,Buff-breasted Buttonquail
Turnix pyrrhothorax,BirdLife International,2024,e.T22680595A253980593,10.2305/IUCN.UK.2024-2.RLTS.T22680595A253980593.en,7 February 2025,LC,Charadriiformes,Turnicidae,Red-chested Buttonquail
Turnix suscitator,BirdLife International,2024,e.T22680549A263644094,10.2305/IUCN.UK.2024-2.RLTS.T22680549A263644094.en,7 February 2025,LC,Charadriiformes,Turnicidae,Barred Buttonquail
Turnix sylvaticus,BirdLife International,2016,e.T22680500A90008182,10.2305/IUCN.UK.2016-3.RLTS.T22680500A90008182.en,7 February 2025,LC,Charadriiformes,Turnicidae,Common Buttonquail
Turnix tanki,BirdLife International,2024,e.T22680539A263687418,10.2305/IUCN.UK.2024-2.RLTS.T22680539A263687418.en,7 February 2025,LC,Charadriiformes,Turnicidae,Yellow-legged Buttonquail
Turnix varius,BirdLife International,2024,e.T62288672A263616679,10.2305/IUCN.UK.2024-2.RLTS.T62288672A263616679.en,7 February 2025,LC,Charadriiformes,Turnicidae,Painted Buttonquail
Turnix velox,BirdLife International,2024,e.T22680599A253981175,10.2305/IUCN.UK.2024-2.RLTS.T22680599A253981175.en,7 February 2025,LC,Charadriiformes,Turnicidae,Little Buttonquail
Turnix worcesteri,BirdLife International,2022,e.T22680588A208195378,10.2305/IUCN.UK.2022-2.RLTS.T22680588A208195378.en,7 February 2025,DD,Charadriiformes,Turnicidae,Luzon Buttonquail
Turtur abyssinicus,BirdLife International,2024,e.T22690614A264069011,10.2305/IUCN.UK.2024-2.RLTS.T22690614A264069011.en,7 February 2025,LC,Columbiformes,Columbidae,Black-billed Wood-dove
Turtur afer,BirdLife International,2024,e.T22690628A264078744,10.2305/IUCN.UK.2024-2.RLTS.T22690628A264078744.en,7 February 2025,LC,Columbiformes,Columbidae,Blue-spotted Wood-dove
Turtur brehmeri,BirdLife International,2024,e.T22690639A264075859,10.2305/IUCN.UK.2024-2.RLTS.T22690639A264075859.en,7 February 2025,LC,Columbiformes,Columbidae,Blue-headed Wood-dove
Turtur chalcospilos,BirdLife International,2024,e.T22690621A264065949,10.2305/IUCN.UK.2024-2.RLTS.T22690621A264065949.en,7 February 2025,LC,Columbiformes,Columbidae,Emerald-spotted Wood-dove
Turtur tympanistria,BirdLife International,2024,e.T22690635A264074328,10.2305/IUCN.UK.2024-2.RLTS.T22690635A264074328.en,7 February 2025,LC,Columbiformes,Columbidae,Tambourine Dove
Tychaedon barbata,BirdLife International,2024,e.T22709900A263938452,10.2305/IUCN.UK.2024-2.RLTS.T22709900A263938452.en,7 February 2025,LC,Passeriformes,Muscicapidae,Miombo Scrub-robin
Tychaedon coryphoeus,BirdLife International,2024,e.T22709958A263933906,10.2305/IUCN.UK.2024-2.RLTS.T22709958A263933906.en,7 February 2025,LC,Passeriformes,Muscicapidae,Karoo Scrub-robin
Tychaedon leucosticta,BirdLife International,2018,e.T22709882A132083511,10.2305/IUCN.UK.2018-2.RLTS.T22709882A132083511.en,7 February 2025,LC,Passeriformes,Muscicapidae,Forest Scrub-robin
Tychaedon quadrivirgata,BirdLife International,2024,e.T22709891A264269101,10.2305/IUCN.UK.2024-2.RLTS.T22709891A264269101.en,7 February 2025,LC,Passeriformes,Muscicapidae,Bearded Scrub-robin
Tychaedon signata,BirdLife International,2018,e.T22709909A132083746,10.2305/IUCN.UK.2018-2.RLTS.T22709909A132083746.en,7 February 2025,LC,Passeriformes,Muscicapidae,Brown Scrub-robin
Tylas eduardi,BirdLife International,2016,e.T22729398A95014014,10.2305/IUCN.UK.2016-3.RLTS.T22729398A95014014.en,7 February 2025,LC,Passeriformes,Vangidae,Tylas Vanga
Tympanuchus cupido,BirdLife International,2020,e.T22679514A177901079,10.2305/IUCN.UK.2020-3.RLTS.T22679514A177901079.en,7 February 2025,NT,Galliformes,Phasianidae,Greater Prairie-chicken
Tympanuchus pallidicinctus,BirdLife International,2018,e.T22679519A131795740,10.2305/IUCN.UK.2018-2.RLTS.T22679519A131795740.en,7 February 2025,VU,Galliformes,Phasianidae,Lesser Prairie-chicken
Tympanuchus phasianellus,BirdLife International,2021,e.T22679511A138099395,10.2305/IUCN.UK.2021-3.RLTS.T22679511A138099395.en,7 February 2025,LC,Galliformes,Phasianidae,Sharp-tailed Grouse
Tyranneutes stolzmanni,BirdLife International,2024,e.T22701195A263789092,10.2305/IUCN.UK.2024-2.RLTS.T22701195A263789092.en,7 February 2025,LC,Passeriformes,Pipridae,Dwarf Tyrant-manakin
Tyranneutes virescens,BirdLife International,2024,e.T22701200A263789935,10.2305/IUCN.UK.2024-2.RLTS.T22701200A263789935.en,7 February 2025,LC,Passeriformes,Pipridae,Tiny Tyrant-manakin
Tyrannopsis sulphurea,BirdLife International,2018,e.T22700530A130207691,10.2305/IUCN.UK.2018-2.RLTS.T22700530A130207691.en,7 February 2025,LC,Passeriformes,Tyrannidae,Sulphury Flycatcher
Tyrannulus elatus,BirdLife International,2021,e.T22699227A168254420,10.2305/IUCN.UK.2021-3.RLTS.T22699227A168254420.en,7 February 2025,LC,Passeriformes,Tyrannidae,Yellow-crowned Tyrannulet
Tyrannus albogularis,BirdLife International,2024,e.T22700482A263732837,10.2305/IUCN.UK.2024-2.RLTS.T22700482A263732837.en,7 February 2025,LC,Passeriformes,Tyrannidae,White-throated Kingbird
Tyrannus caudifasciatus,BirdLife International,2024,e.T22700513A264401645,10.2305/IUCN.UK.2024-2.RLTS.T22700513A264401645.en,7 February 2025,LC,Passeriformes,Tyrannidae,Loggerhead Kingbird
Tyrannus couchii,BirdLife International,2022,e.T22700488A137933642,10.2305/IUCN.UK.2022-2.RLTS.T22700488A137933642.en,7 February 2025,LC,Passeriformes,Tyrannidae,Couch's Kingbird
Tyrannus crassirostris,BirdLife International,2021,e.T22700494A137919372,10.2305/IUCN.UK.2021-3.RLTS.T22700494A137919372.en,7 February 2025,LC,Passeriformes,Tyrannidae,Thick-billed Kingbird
Tyrannus cubensis,BirdLife International,2020,e.T22700516A179476365,10.2305/IUCN.UK.2020-3.RLTS.T22700516A179476365.en,7 February 2025,EN,Passeriformes,Tyrannidae,Giant Kingbird
Tyrannus dominicensis,BirdLife International,2021,e.T22700509A137916521,10.2305/IUCN.UK.2021-3.RLTS.T22700509A137916521.en,7 February 2025,LC,Passeriformes,Tyrannidae,Grey Kingbird
Tyrannus forficatus,BirdLife International,2021,e.T22700500A137915793,10.2305/IUCN.UK.2021-3.RLTS.T22700500A137915793.en,7 February 2025,LC,Passeriformes,Tyrannidae,Scissor-tailed Flycatcher
Tyrannus melancholicus,BirdLife International,2022,e.T22700485A137934745,10.2305/IUCN.UK.2022-2.RLTS.T22700485A137934745.en,7 February 2025,LC,Passeriformes,Tyrannidae,Tropical Kingbird
Tyrannus niveigularis,BirdLife International,2024,e.T22700479A263725246,10.2305/IUCN.UK.2024-2.RLTS.T22700479A263725246.en,7 February 2025,LC,Passeriformes,Tyrannidae,Snowy-throated Kingbird
Tyrannus savana,BirdLife International,2016,e.T22700503A93780761,10.2305/IUCN.UK.2016-3.RLTS.T22700503A93780761.en,7 February 2025,LC,Passeriformes,Tyrannidae,Fork-tailed Flycatcher
Tyrannus tyrannus,BirdLife International,2021,e.T22700506A137917704,10.2305/IUCN.UK.2021-3.RLTS.T22700506A137917704.en,7 February 2025,LC,Passeriformes,Tyrannidae,Eastern Kingbird
Tyrannus verticalis,BirdLife International,2021,e.T22700497A137918644,10.2305/IUCN.UK.2021-3.RLTS.T22700497A137918644.en,7 February 2025,LC,Passeriformes,Tyrannidae,Western Kingbird
Tyrannus vociferans,BirdLife International,2021,e.T22700491A137922716,10.2305/IUCN.UK.2021-3.RLTS.T22700491A137922716.en,7 February 2025,LC,Passeriformes,Tyrannidae,Cassin's Kingbird
Tyto alba,BirdLife International,2019,e.T22688504A155542941,10.2305/IUCN.UK.2019-3.RLTS.T22688504A155542941.en,7 February 2025,LC,Strigiformes,Tytonidae,Common Barn-owl
Tyto aurantia,BirdLife International,2018,e.T22688470A132059362,10.2305/IUCN.UK.2018-2.RLTS.T22688470A132059362.en,7 February 2025,VU,Strigiformes,Tytonidae,Golden Masked-owl
Tyto capensis,BirdLife International,2016,e.T22688514A93199287,10.2305/IUCN.UK.2016-3.RLTS.T22688514A93199287.en,7 February 2025,LC,Strigiformes,Tytonidae,African Grass-owl
Tyto glaucops,BirdLife International,2024,e.T22688511A264080536,10.2305/IUCN.UK.2024-2.RLTS.T22688511A264080536.en,7 February 2025,LC,Strigiformes,Tytonidae,Ashy-faced Owl
Tyto inexspectata,BirdLife International,2023,e.T22688441A230036968,10.2305/IUCN.UK.2023-1.RLTS.T22688441A230036968.en,7 February 2025,LC,Strigiformes,Tytonidae,Minahasa Masked-owl
Tyto longimembris,BirdLife International,2024,e.T22688522A263684657,10.2305/IUCN.UK.2024-2.RLTS.T22688522A263684657.en,7 February 2025,LC,Strigiformes,Tytonidae,Eastern Grass-owl
Tyto multipunctata,BirdLife International,2024,e.T22688435A254015942,10.2305/IUCN.UK.2024-2.RLTS.T22688435A254015942.en,7 February 2025,LC,Strigiformes,Tytonidae,Lesser Sooty-owl
Tyto nigrobrunnea,BirdLife International,2024,e.T22688449A255584128,10.2305/IUCN.UK.2024-2.RLTS.T22688449A255584128.en,7 February 2025,NT,Strigiformes,Tytonidae,Taliabu Masked-owl
Tyto novaehollandiae,BirdLife International,2023,e.T230023167A230808865,10.2305/IUCN.UK.2023-1.RLTS.T230023167A230808865.en,7 February 2025,LC,Strigiformes,Tytonidae,Australasian Masked-owl
Tyto prigoginei,BirdLife International,2016,e.T22688529A93199883,10.2305/IUCN.UK.2016-3.RLTS.T22688529A93199883.en,7 February 2025,EN,Strigiformes,Tytonidae,Itombwe Owl
Tyto rosenbergii,BirdLife International,2024,e.T22688489A263680565,10.2305/IUCN.UK.2024-2.RLTS.T22688489A263680565.en,7 February 2025,LC,Strigiformes,Tytonidae,Sulawesi Masked-owl
Tyto soumagnei,BirdLife International,2023,e.T22688493A231668509,10.2305/IUCN.UK.2023-1.RLTS.T22688493A231668509.en,7 February 2025,VU,Strigiformes,Tytonidae,Madagascar Red Owl
Tyto tenebricosa,BirdLife International,2024,e.T22688429A264144178,10.2305/IUCN.UK.2024-2.RLTS.T22688429A264144178.en,7 February 2025,LC,Strigiformes,Tytonidae,Greater Sooty-owl
Upucerthia albigula,BirdLife International,2024,e.T22702068A263755661,10.2305/IUCN.UK.2024-2.RLTS.T22702068A263755661.en,7 February 2025,LC,Passeriformes,Furnariidae,White-throated Earthcreeper
Upucerthia dumetaria,BirdLife International,2024,e.T22736290A263729335,10.2305/IUCN.UK.2024-2.RLTS.T22736290A263729335.en,7 February 2025,LC,Passeriformes,Furnariidae,Scale-throated Earthcreeper
Upucerthia saturatior,BirdLife International,2024,e.T22736295A263985590,10.2305/IUCN.UK.2024-2.RLTS.T22736295A263985590.en,7 February 2025,LC,Passeriformes,Furnariidae,Forest Earthcreeper
Upucerthia validirostris,BirdLife International,2024,e.T103670909A263839738,10.2305/IUCN.UK.2024-2.RLTS.T103670909A263839738.en,7 February 2025,LC,Passeriformes,Furnariidae,Buff-breasted Earthcreeper
Upupa antaios,BirdLife International,2024,e.T22728670A262288483,10.2305/IUCN.UK.2024-2.RLTS.T22728670A262288483.en,7 February 2025,EX,Bucerotiformes,Upupidae,Saint Helena Hoopoe
Upupa epops,BirdLife International,2020,e.T22682655A181836360,10.2305/IUCN.UK.2020-3.RLTS.T22682655A181836360.en,7 February 2025,LC,Bucerotiformes,Upupidae,Common Hoopoe
Upupa marginata,BirdLife International,2024,e.T22729402A263716881,10.2305/IUCN.UK.2024-2.RLTS.T22729402A263716881.en,7 February 2025,LC,Bucerotiformes,Upupidae,Madagascar Hoopoe
Uraeginthus angolensis,BirdLife International,2024,e.T22719488A263834168,10.2305/IUCN.UK.2024-2.RLTS.T22719488A263834168.en,7 February 2025,LC,Passeriformes,Estrildidae,Blue-breasted Cordon-bleu
Uraeginthus bengalus,BirdLife International,2018,e.T22719493A132129720,10.2305/IUCN.UK.2018-2.RLTS.T22719493A132129720.en,7 February 2025,LC,Passeriformes,Estrildidae,Red-cheeked Cordon-bleu
Uraeginthus cyanocephalus,BirdLife International,2018,e.T22719499A132130104,10.2305/IUCN.UK.2018-2.RLTS.T22719499A132130104.en,7 February 2025,LC,Passeriformes,Estrildidae,Blue-capped Cordon-bleu
Uratelornis chimaera,BirdLife International,2021,e.T22682969A193044857,10.2305/IUCN.UK.2021-3.RLTS.T22682969A193044857.en,7 February 2025,VU,Coraciiformes,Brachypteraciidae,Long-tailed Ground-roller
Uria aalge,BirdLife International,2018,e.T22694841A132577296,10.2305/IUCN.UK.2018-2.RLTS.T22694841A132577296.en,7 February 2025,LC,Charadriiformes,Alcidae,Common Murre
Uria lomvia,BirdLife International,2018,e.T22694847A132066134,10.2305/IUCN.UK.2018-2.RLTS.T22694847A132066134.en,7 February 2025,LC,Charadriiformes,Alcidae,Thick-billed Murre
